repo,id,sha_fail,error_types,group,group_size,similar_count,has_similar,avg_sim,max_sim
aio-libs/aiohttp,359,f0b242b6794352fc...,"Static Analysis, Test Failure",G1,3,2,True,0.6045,0.606
django-import-export/django-import-export,302,3fecab1b8e5668d6...,Test Failure,G2,2,1,True,0.9987,0.9987
django-import-export/django-import-export,303,dadeba110a5a98db...,Test Failure,G2,2,1,True,0.9987,0.9987
HKUDS/LightRAG,293,a0593ec1c9613ae8...,Code Formatting,G1,2,1,True,0.979,0.979
HKUDS/LightRAG,294,60564cf453626802...,Code Formatting,G1,2,1,True,0.979,0.979
sqlmapproject/sqlmap,221,e87521de11a3590c...,Test Failure,G1,2,1,True,0.9673,0.9673
sqlmapproject/sqlmap,222,86e4cd55fa5e00e9...,Test Failure,G1,2,1,True,0.9673,0.9673
encode/uvicorn,307,1635d1811c3630bf...,"Tooling Error, Workflow Error",G1,2,1,True,0.9081,0.9081
encode/uvicorn,306,c4330a42492e0135...,"Tooling Error, Workflow Error",G1,2,1,True,0.9081,0.9081
aio-libs/aiohttp,348,3a7e3367046eb228...,"Code Styling, Test Failure",G2,2,1,True,0.8982,0.8982
aio-libs/aiohttp,354,95daf0c88c0124cf...,"Code Styling, Test Failure",G2,2,1,True,0.8982,0.8982
aider-ai/aider,99,b79f8486bf206365...,Test Failure,G2,3,1,True,0.8641,0.8641
avaiga/taipy,440,7939c1ba9f52be99...,Code Styling,G2,4,1,True,0.8636,0.8636
canonical/cloud-init,9,4d5898b8a73c93e1...,Code Styling,G1,3,1,True,0.7562,0.7562
python/cpython,214,d76dc85f4b7ccf18...,Type Checking,G1,2,1,True,0.741,0.741
python/cpython,215,6045a677ac736652...,Type Checking,G1,2,1,True,0.741,0.741
aws/aws-cli,143,076846e0a5144086...,Test Failure,G1,2,1,True,0.7381,0.7381
aws/aws-cli,444,2d3846f9b793ef48...,"Configuration Error, Dependency Error",G1,2,1,True,0.7381,0.7381
django-import-export/django-import-export,33,c359d794dd0e4baf...,Code Styling,G1,6,1,True,0.7344,0.7344
skypilot-org/skypilot,13,b639adb71066410b...,Code Styling,G1,5,1,True,0.7326,0.7326
agno-agi/agno,196,978b0f29982c558b...,Code Styling,G1,83,1,True,0.7234,0.7234
axolotl-ai-cloud/axolotl,489,bfa16fa84a9e18c1...,Code Formatting,G1,32,1,True,0.7173,0.7173
kovidgoyal/calibre,232,0c72143691d2bd88...,Security,G1,2,1,True,0.7163,0.7163
kovidgoyal/calibre,234,44464700849670ae...,Security,G1,2,1,True,0.7163,0.7163
berriai/litellm,402,c3fd068216752158...,Test Failure,G1,21,1,True,0.7145,0.7145
aio-libs/aiohttp,356,b1bd65dbd191b318...,"Test Failure, Workflow",G4,2,1,True,0.7104,0.7104
aio-libs/aiohttp,347,03cacd5d36463c63...,"Code Styling, Test Failure",G4,2,1,True,0.7104,0.7104
encode/httpx,39,83b5e4bf130d204f...,Linting,G1,2,1,True,0.7093,0.7093
encode/httpx,42,897a5deb406b53ea...,Code Styling,G1,2,1,True,0.7093,0.7093
openai/openai-python,240,ed370d805e4d5d1e...,Type Checking,G1,2,1,True,0.7047,0.7047
openai/openai-python,228,b0ad27a67681f1b6...,"Type Checking, Import Error",G1,2,1,True,0.7047,0.7047
pallets-eco/flask-admin,287,73dfb313ca4efa46...,Test Failure,G1,2,1,True,0.7024,0.7024
pallets-eco/flask-admin,288,4846dead90a34de7...,Test Failure,G1,2,1,True,0.7024,0.7024
axolotl-ai-cloud/axolotl,457,4b5b93503e92fd89...,"Code Styling, Network Error",G1,32,1,True,0.701,0.701
aio-libs/aiohttp,351,4c8a64962e9e5ed2...,"Test Failure, Workflow",G3,2,1,True,0.701,0.701
aio-libs/aiohttp,352,6775f4c2839c9d52...,"Test Failure, Workflow Error",G3,2,1,True,0.701,0.701
berriai/litellm,394,c0e7057231ad7ef5...,Code Styling,G3,2,1,True,0.7006,0.7006
berriai/litellm,403,c413feb604bbcf54...,Code Styling,G3,2,1,True,0.7006,0.7006
axolotl-ai-cloud/axolotl,450,256be889efa8d176...,Code Formatting,G1,32,1,True,0.6974,0.6974
hkuds/deepcode,278,daad35b9c60770a6...,Code Styling,G1,3,1,True,0.6955,0.6955
agno-agi/agno,129,0309bd9e095b3da3...,Type Checking,G1,83,1,True,0.6928,0.6928
hkuds/deepcode,280,219bc58c7f1bfe42...,Code Formatting,G1,3,1,True,0.6842,0.6842
django-import-export/django-import-export,29,616eb3b10db94cf4...,Code Formatting,G1,6,1,True,0.6684,0.6684
systran/faster-whisper,257,bbfcebbc60b0bc5d...,"Code Styling, Dependency Error",G1,2,1,True,0.6682,0.6682
systran/faster-whisper,258,0b806e8ab76c7c89...,"Code Formatting, Dependency Error",G1,2,1,True,0.6682,0.6682
axolotl-ai-cloud/axolotl,476,99d0e8fb13e8389c...,Linting,G1,32,1,True,0.6594,0.6594
hacs/integration,24,d985231d83ec0cb5...,Linting,G1,3,1,True,0.6584,0.6584
secdev/scapy,265,261adce4ce40a3fb...,"Code Styling, Build",G1,2,1,True,0.6503,0.6503
secdev/scapy,266,4e9d6740404d5413...,"Build, Code Styling",G1,2,1,True,0.6503,0.6503
arc53/docsgpt,426,8efb5578f2c0b9ad...,Dependency,G2,4,1,True,0.6472,0.6472
browser-use/browser-use,509,851f22cb8db8b8a4...,Code Styling,G1,23,1,True,0.6431,0.6431
1panel-dev/maxkb,328,285c5e3cc5594117...,Code Styling,G1,12,1,True,0.6428,0.6428
arc53/docsgpt,429,a1890457665c07d1...,Linting,G1,6,1,True,0.6425,0.6425
django-import-export/django-import-export,34,cfbbed910a5d84c0...,Code Formatting,G1,6,1,True,0.6401,0.6401
encode/starlette,53,58c7cde15084b1c0...,Test Failure,G1,2,1,True,0.6396,0.6396
encode/starlette,304,16c48e2d1190bbc6...,"Type Checking, Workflow Error",G1,2,1,True,0.6396,0.6396
adap/flower,128,f539ef9be2b510a9...,Code Styling,G1,24,1,True,0.6389,0.6389
huggingface/diffusers,2,db6550a228941b53...,Code Styling,G1,2,1,True,0.6363,0.6363
huggingface/diffusers,21,68ddb2559e616656...,Code Styling,G1,2,1,True,0.6363,0.6363
browser-use/browser-use,503,79d3e3ca7de6cb8b...,Type Checking,G1,23,1,True,0.6346,0.6346
aider-ai/aider,97,82f33c12206d1ab7...,Test Failure,G1,4,1,True,0.634,0.634
agentscope-ai/agentscope,340,1269df3cb05ca13f...,Type Checking,G1,3,1,True,0.6335,0.6335
hacs/integration,26,5fea24b4a3fc4952...,Code Formatting,G1,3,1,True,0.6324,0.6324
canonical/cloud-init,10,ecb486addc70aecc...,"Type Checking, Code Styling",G1,3,1,True,0.6307,0.6307
crewaiinc/crewai,574,18ec9967ccaf8921...,Import Error,G1,5,1,True,0.6283,0.6283
hkuds/lightrag,238,5f349d507ced55bb...,Code Formatting,G1,3,1,True,0.6222,0.6222
beetbox/beets,16,0d26cc1482ff5080...,Code Formatting,G1,5,1,True,0.6218,0.6218
agentscope-ai/agentscope,345,cc56de1de82a4b19...,Code Formatting,G1,3,1,True,0.6203,0.6203
camel-ai/camel,408,d172aa270f1f8e46...,Dependency Error,G2,2,1,True,0.6197,0.6197
camel-ai/camel,420,f37e7e5966a4009e...,Dependency Error,G2,2,1,True,0.6197,0.6197
berriai/litellm,391,c043aa7250bd524f...,Type Checking,G1,21,1,True,0.6192,0.6192
axolotl-ai-cloud/axolotl,470,8f6f89ef939a8a2f...,Code Styling,G1,32,1,True,0.6189,0.6189
arc53/docsgpt,431,ccd70011ea8680e3...,Code Styling,G1,6,1,True,0.6161,0.6161
agno-agi/agno,174,601a9c6986f1659f...,"Import Error, Type Checking",G1,83,1,True,0.6159,0.6159
browser-use/browser-use,499,6bdb4d59201c468b...,Type Checking,G1,23,1,True,0.6111,0.6111
axolotl-ai-cloud/axolotl,456,4a8ff81c3d4fa26b...,Type Checking,G1,32,1,True,0.611,0.611
locustio/locust,248,fdf5d0ecff09bdd7...,Test Failure,G1,2,1,True,0.6103,0.6103
locustio/locust,314,61b034a122453c56...,"Code Formatting, Test Failure",G1,2,1,True,0.6103,0.6103
aider-ai/aider,69,d85078a610cbad69...,Test Failure,G2,3,1,True,0.6098,0.6098
adap/flower,110,63b90b943bab2b78...,Code Styling,G1,24,1,True,0.6082,0.6082
eleutherai/lm-evaluation-harness,273,49fc1f68d7b34a8c...,Code Formatting,G1,2,1,True,0.6065,0.6065
eleutherai/lm-evaluation-harness,274,76de63fdc2facad2...,Code Styling,G1,2,1,True,0.6065,0.6065
aio-libs/aiohttp,360,fcb5b3b5b2febd0e...,"Type Checking, Test Failure",G1,3,1,True,0.606,0.606
conan-io/conan,524,2dc8938083a1e6e9...,Test Failure,G1,20,1,True,0.6037,0.6037
aio-libs/aiohttp,353,8b959a5c872c8ee6...,"Type Checking, Runtime Error",G1,3,1,True,0.603,0.603
browser-use/browser-use,520,a91c98ced7914988...,Code Styling,G1,23,1,True,0.6029,0.6029
axolotl-ai-cloud/axolotl,449,255a10c026e18476...,Linting,G1,32,1,True,0.6016,0.6016
allenai/olmocr,367,359abef6547dec81...,"Code Formatting, Test Failure",G1,2,1,True,0.6013,0.6013
allenai/olmocr,366,261c722f561e06f1...,"Code Formatting, Test Failure",G1,2,1,True,0.6013,0.6013
camel-ai/camel,416,e9c4ddd5f996b5a4...,Dependency Error,G1,11,1,True,0.6012,0.6012
hkuds/lightrag,237,b860ffe5103cf9bc...,Code Formatting,G1,3,1,True,0.6011,0.6011
adap/flower,104,14df8e5918cb5d6c...,Code Styling,G1,24,1,True,0.6006,0.6006
berriai/litellm,377,b75eeee81e1a99e3...,Type Checking,G1,21,1,True,0.6005,0.6005
beetbox/beets,18,b94b7e71f74eb6e8...,Code Formatting,G1,5,1,True,0.6005,0.6005
agno-agi/agno,190,82bdfed0cf9ff575...,Type Checking,G2,1,0,False,0.0,0.0
axolotl-ai-cloud/axolotl,448,0b595dbf31b9d086...,Static Analysis,G3,1,0,False,0.0,0.0
axolotl-ai-cloud/axolotl,454,439519c9d5848fa0...,Type Checking,G4,1,0,False,0.0,0.0
axolotl-ai-cloud/axolotl,467,7f12bde31f3a8dbc...,Type Checking,G5,1,0,False,0.0,0.0
axolotl-ai-cloud/axolotl,468,899c6bc86d519a45...,"Type Checking, Network Error",G6,1,0,False,0.0,0.0
axolotl-ai-cloud/axolotl,477,9cb48ac877ae3037...,Type Checking,G7,1,0,False,0.0,0.0
axolotl-ai-cloud/axolotl,492,c5f6c8039c85e1c8...,Code Styling,G8,1,0,False,0.0,0.0
axolotl-ai-cloud/axolotl,453,3b35eb6545a900f5...,Linting,G9,1,0,False,0.0,0.0
berriai/litellm,397,c1ea39ffad1daa6e...,Type Checking,G4,1,0,False,0.0,0.0
berriai/litellm,399,c31ad73351935548...,Test Failure,G5,1,0,False,0.0,0.0
berriai/litellm,401,c37621bad3137cea...,Code Formatting,G6,1,0,False,0.0,0.0
berriai/litellm,404,c433503f211cd2a1...,Type Checking,G7,1,0,False,0.0,0.0
adap/flower,120,b2a09db583937f76...,Code Formatting,G2,1,0,False,0.0,0.0
adap/flower,125,df0344c9bd80f87f...,"Code Styling, Type Checking",G3,1,0,False,0.0,0.0
adap/flower,127,f231d50356ccfb76...,"Type Checking, Code Styling",G4,1,0,False,0.0,0.0
browser-use/browser-use,496,58c3b25cfd4d29bb...,Type Checking,G2,1,0,False,0.0,0.0
browser-use/browser-use,498,5e1a5d6eae3111d8...,Code Styling,G3,1,0,False,0.0,0.0
browser-use/browser-use,501,6e17756e76d2a4c4...,Dependency Error,G4,1,0,False,0.0,0.0
browser-use/browser-use,521,aa26ac1850194e02...,Test Failure,G5,1,0,False,0.0,0.0
conan-io/conan,530,57bfb66d105860c5...,Test Failure,G2,1,0,False,0.0,0.0
conan-io/conan,536,9dba1fe9efb5435e...,"Environment Error, Test Failure",G3,1,0,False,0.0,0.0
conan-io/conan,542,b96e8f58cf2f208b...,Syntax,G4,1,0,False,0.0,0.0
conan-io/conan,543,c55db1c25856c6c8...,Test Failure,G5,1,0,False,0.0,0.0
conan-io/conan,549,eb4acbc53a79e274...,Test Failure,G6,1,0,False,0.0,0.0
arc53/docsgpt,376,36b5f53637cf5d45...,Code Styling,G3,1,0,False,0.0,0.0
arc53/docsgpt,424,50f5e8a9558dfa36...,Code Styling,G4,1,0,False,0.0,0.0
arc53/docsgpt,425,7e2cbdd88c51c352...,Code Styling,G5,1,0,False,0.0,0.0
arc53/docsgpt,428,9aa7f22fa67f08ff...,Dependency Error,G6,1,0,False,0.0,0.0
arc53/docsgpt,434,f36e8e3db8d679b4...,Test Failure,G7,1,0,False,0.0,0.0
camel-ai/camel,407,d060bc14f131099c...,Configuration Error,G3,1,0,False,0.0,0.0
camel-ai/camel,411,d31c3cbffdc728c5...,Import Error,G4,1,0,False,0.0,0.0
aio-libs/aiohttp,349,3fc1ead04551db56...,"Code Styling, Test Failure",G5,1,0,False,0.0,0.0
aio-libs/aiohttp,350,4c387d563a3466ee...,"Type Checking, Dependency Error",G6,1,0,False,0.0,0.0
aio-libs/aiohttp,355,adafb54171401363...,"Type Checking, Test Failure",G7,1,0,False,0.0,0.0
aio-libs/aiohttp,357,d004843873a1eaf2...,Test Failure,G8,1,0,False,0.0,0.0
aio-libs/aiohttp,358,e1f83f4e100052b2...,"Type Checking, Test Failure",G9,1,0,False,0.0,0.0
crewaiinc/crewai,563,09e5a829f92d1f0c...,Type Checking,G3,1,0,False,0.0,0.0
crewaiinc/crewai,564,0b704756f6d392dc...,Type Checking,G4,1,0,False,0.0,0.0
crewaiinc/crewai,570,14579a7861ec02a3...,Linting,G5,1,0,False,0.0,0.0
crewaiinc/crewai,572,166bfec208af6891...,Code Styling,G6,1,0,False,0.0,0.0
avaiga/taipy,139,bbe7b82b778adbaf...,Type Checking,G3,1,0,False,0.0,0.0
avaiga/taipy,141,e5031012aded0867...,Type Checking,G4,1,0,False,0.0,0.0
avaiga/taipy,142,e56badcacbfa6003...,"Dependency Error, Import Error",G5,1,0,False,0.0,0.0
aider-ai/aider,93,4ab8faf21e04489c...,Test Failure,G3,1,0,False,0.0,0.0
aider-ai/aider,95,73f1acb9539c928b...,Test Failure,G4,1,0,False,0.0,0.0
agentscope-ai/agentscope,341,8c1154c05bc26ae0...,Test Failure,G2,1,0,False,0.0,0.0
agentscope-ai/agentscope,342,a5c10b0775fa7cf2...,Test Failure,G3,1,0,False,0.0,0.0
agentscope-ai/agentscope,343,bc00327a9a8a8af7...,Code Styling,G4,1,0,False,0.0,0.0
agentscope-ai/agentscope,344,c178f4b30cd2b0be...,Test Failure,G5,1,0,False,0.0,0.0
andrewyng/aisuite,368,22825e3fd71bb273...,Code Formatting,G2,1,0,False,0.0,0.0
andrewyng/aisuite,369,2c0067cc759603ef...,Code Formatting,G3,1,0,False,0.0,0.0
andrewyng/aisuite,371,903b9c80d03035f4...,Code Formatting,G4,1,0,False,0.0,0.0
andrewyng/aisuite,370,83d739495ef5a0fd...,Test Failure,G5,1,0,False,0.0,0.0
canonical/cloud-init,6,f18f82de3e0270f6...,Code Styling,G2,1,0,False,0.0,0.0
canonical/cloud-init,7,55d2e8d4abb02499...,Static Analysis,G3,1,0,False,0.0,0.0
canonical/cloud-init,298,6f27d0e8dbbb74ef...,"Test Failure, Code Styling",G4,1,0,False,0.0,0.0
beetbox/beets,297,1ab3bc774b390a52...,Code Formatting,G2,1,0,False,0.0,0.0
kovidgoyal/calibre,310,c9c582cbef0e49bb...,Build,G2,1,0,False,0.0,0.0
kovidgoyal/calibre,312,5fd445c656b53712...,Build Error,G3,1,0,False,0.0,0.0
kovidgoyal/calibre,233,5e68d7e73930685c...,Dependency Error,G4,1,0,False,0.0,0.0
kovidgoyal/calibre,311,496bc88f08677236...,Build Error,G5,1,0,False,0.0,0.0
encode/httpx,38,aa8a42bcf03f3b89...,Test Failure,G2,1,0,False,0.0,0.0
encode/httpx,40,1afe2c9cb192d376...,Type Checking,G3,1,0,False,0.0,0.0
encode/httpx,41,7f351340260c165e...,Tooling Error,G4,1,0,False,0.0,0.0
aws/aws-cli,144,0e6f97d05d68c3d6...,Test Failure,G2,1,0,False,0.0,0.0
aws/aws-cli,145,4a32a9357914d448...,Build Error,G3,1,0,False,0.0,0.0
aws/aws-cli,146,6daeaefa76ab8bfe...,Test Failure,G4,1,0,False,0.0,0.0
tobymao/sqlglot,276,2ee00eddc1bebd2f...,Code Formatting,G1,1,0,False,0.0,0.0
tobymao/sqlglot,277,bddc230cc11627fd...,Test Failure,G2,1,0,False,0.0,0.0
tobymao/sqlglot,324,a7b902770d8b2769...,Test Failure,G3,1,0,False,0.0,0.0
tobymao/sqlglot,325,5df3ea92f5912595...,Test Failure,G4,1,0,False,0.0,0.0
tobymao/sqlglot,275,16f544dc25d5d612...,Type Checking,G5,1,0,False,0.0,0.0
huggingface/diffusers,1,2c06ffa4c9d2c378...,Code Formatting,G2,1,0,False,0.0,0.0
huggingface/diffusers,22,ba66fb81a0c8db48...,Import Error,G3,1,0,False,0.0,0.0
huggingface/accelerate,46,44b56e01683771fb...,Code Styling,G2,1,0,False,0.0,0.0
encode/starlette,51,e21f666b44b5c2dd...,Type Checking,G2,1,0,False,0.0,0.0
encode/starlette,52,cc0b066c05947c2a...,Test Failure,G3,1,0,False,0.0,0.0
encode/uvicorn,54,0b93d2da3b721c80...,Test Failure,G2,1,0,False,0.0,0.0
encode/uvicorn,305,207b861fbc10acc8...,"Tooling Error, Test Failure",G3,1,0,False,0.0,0.0
hkuds/deepcode,279,238a409674f14733...,Linting,G2,1,0,False,0.0,0.0
kovidgoyal/kitty,313,4ffacbbe801b90aa...,Dependency Error,G1,1,0,False,0.0,0.0
kovidgoyal/kitty,224,b94d6dc7134d3bf6...,"Test Failure, Type Checking",G2,1,0,False,0.0,0.0
kovidgoyal/kitty,225,34ae42cf302d34e4...,"Type Checking, Test Failure",G3,1,0,False,0.0,0.0
kovidgoyal/kitty,223,e6f35571a577e5f0...,"Test Failure, Code Styling",G4,1,0,False,0.0,0.0
python/cpython,320,6066f06de3275801...,Code Formatting,G2,1,0,False,0.0,0.0
python/cpython,213,7ab76a8fcbc8388a...,Test Failure,G3,1,0,False,0.0,0.0
openai/openai-python,229,b7c2ddc5e5dedda0...,Code Styling,G2,1,0,False,0.0,0.0
openai/openai-python,230,03f8b88a0d428b74...,Test Failure,G3,1,0,False,0.0,0.0
airbytehq/airbyte,361,1b0318d0f4d5b14f...,Code Formatting,G1,1,0,False,0.0,0.0
airbytehq/airbyte,362,5457d8f7169d6a18...,Code Formatting,G2,1,0,False,0.0,0.0
airbytehq/airbyte,363,e3b35e51ceb12ec2...,Code Formatting,G3,1,0,False,0.0,0.0
airbytehq/airbyte,364,eff8e29d670e06a4...,Code Formatting,G4,1,0,False,0.0,0.0
mwaskom/seaborn,56,6cbb12e47665eda2...,Test Failure,G1,1,0,False,0.0,0.0
mwaskom/seaborn,57,2201be21886bb822...,"Runtime Error, Code Styling",G2,1,0,False,0.0,0.0
mwaskom/seaborn,58,785242b646b54a33...,Test Failure,G3,1,0,False,0.0,0.0
pygithub/pygithub,281,9ecbaeeb4d8db618...,Dependency,G1,1,0,False,0.0,0.0
pygithub/pygithub,282,20a0e348143cc9f4...,Dependency Error,G2,1,0,False,0.0,0.0
pygithub/pygithub,283,6033729f8ed6df96...,"Dependency Error, Type Checking",G3,1,0,False,0.0,0.0
pallets-eco/flask-admin,316,026bbd5ffd139433...,Code Formatting,G2,1,0,False,0.0,0.0
HKUDS/LightRAG,292,ce28f30ca68a2e04...,Code Formatting,G2,1,0,False,0.0,0.0
facefusion/facefusion,308,df5e9e422993a051...,Test Failure,G1,1,0,False,0.0,0.0
facefusion/facefusion,239,a206d0817acd2948...,Linting,G2,1,0,False,0.0,0.0
facefusion/facefusion,249,43e32d5cecf8a694...,Test Failure,G3,1,0,False,0.0,0.0
sqlmapproject/sqlmap,322,d01a6ec49f1aac93...,Dependency Error,G2,1,0,False,0.0,0.0
stanfordnlp/dspy,323,71b7fd4a926acb2c...,Code Styling,G1,1,0,False,0.0,0.0
stanfordnlp/dspy,227,d2a7890921a90179...,Code Styling,G2,1,0,False,0.0,0.0
stanfordnlp/dspy,226,0276b7a794ed6215...,Test Failure,G3,1,0,False,0.0,0.0
locustio/locust,247,efe1611a385c2853...,Test Failure,G2,1,0,False,0.0,0.0
systran/faster-whisper,259,9090997d2545e86d...,Dependency,G2,1,0,False,0.0,0.0
allenai/olmocr,365,210389f0f1f96259...,Code Styling,G2,1,0,False,0.0,0.0
secdev/scapy,267,4b39624a941b0c6f...,"Code Styling, Build Error",G2,1,0,False,0.0,0.0
eleutherai/lm-evaluation-harness,272,938a4fb3f5dbe7e6...,Code Formatting,G2,1,0,False,0.0,0.0
