id_a,id_b,sha_a,sha_b,sim_score,error_types_a,error_types_b
114,115,78131a41338361909ae6e81399a5eac2579498bf,992b9a36ee14ce62ac8639c1ec88ba83e375e525,0.7254,Dependency Error|Type Checking,Type Checking
74,83,c434e89bee35d93f4e741c32dc36c5a9a68404df,e36b14dc3ee04beb3f0d8c2b89252eb864ea5c1a,0.7245,Type Checking|Import Error,Type Checking|Import Error
80,183,dc07b7a4e5314d29edb7e9c30d36e12a6dec3dd7,78c5d662bf2145c91356e5185db05a17950b3dc4,0.7245,Test Failure|Type Checking,Type Checking|Import Error
186,192,7da71b58b1eb9b56ac1b4423afd9da61679a706e,8474427eeab92e28766b8051d92e6b46379581e9,0.7244,Import Error|Code Styling,Code Styling|Import Error
482,490,a55d718a92a401e1e0f9d9ad56a588f5ec072d74,c2b5e0bfc9cbe7e066893953cb5a06851e303a54,0.7244,Network,Network
389,405,c00dcda416ea115343732869949ac3b1d872d755,c4ad9dac070fb520b3e6d5a68fa9822a9620b311,0.7242,Code Styling,Code Styling
154,191,18f4596992d6c36ccf9da84ae30083ef65878130,840ad511b904f43678ec438464deb893fda58c8b,0.7238,Code Styling|Import Error,Code Styling|Import Error
158,196,1d0fff71ae9ea258fad3d54257be9ca9b3eb499e,978b0f29982c558b12d775a884ebeea1869c16da,0.7234,Code Styling,Code Styling
181,186,6fe4e00e8863c8da28d241cb65632725de6db64b,7da71b58b1eb9b56ac1b4423afd9da61679a706e,0.7234,Code Styling|Import Error,Import Error|Code Styling
17,20,7440ca51fb0ff3fb94a725fcd278f7fd5ea77c04,537b57d99d10ecbcf8a9835bda18a73ee284d88f,0.7233,Code Formatting,Code Formatting
180,195,6f19da809ef086cec3d81173f2c1b849e81c896d,96cab6eebb5bd0c37a60a93f3e3495fdb08793f9,0.7231,Type Checking,Type Checking
504,517,7b5ea73b4d5ae96d3e764a48f2d123c35e4295d2,a33b26d8520a396ba5dd2de736b63046422ca368,0.7226,Code Styling|Type Checking,Code Styling|Type Checking
186,199,7da71b58b1eb9b56ac1b4423afd9da61679a706e,9ebc254bb14ed052a0ac459d8c109ae8e0c12233,0.7221,Import Error|Code Styling,Code Styling|Import Error
79,192,da9d2e853bd3c3111d4d8864906975c75f7e9888,8474427eeab92e28766b8051d92e6b46379581e9,0.7214,Type Checking|Import Error,Code Styling|Import Error
82,160,e22825fa77b3e549db08147a90c061e695726fb2,233c76da6b91def1e9d09a3fe170578c0bded0aa,0.7212,Code Styling,Code Styling
94,96,5548acee0b31576cae313185aa3c859f88818939,803a8db60cb2ce21c0e3b0ed2b773d2ecc5142bd,0.7209,Test Failure,Test Failure
81,87,dc63689a775dcb8f90cac9824149e21c3a868cc1,f6f8da08fb440f8856510d0837876c41eb182dfc,0.7208,Type Checking,Type Checking
483,461,a75910a20e55e34431db5c3d7626c954b4d4f388,73be451c05da635aa2828a6c3afb6e924da1ca03,0.7204,Code Formatting,Code Formatting|Code Styling
136,436,700c695eea898caaa6fe527ec9957c47e9c3002c,0f47a35383b9379d4ae85795eb9275fbc887e593,0.72,Code Styling,Code Styling
151,193,09c3a7624b042f0af173fb95362fbefbb3d32522,84d26c4b6b5881367cdabfc56d29b50389f1ba92,0.7198,Import Error|Type Checking,Import Error|Type Checking
155,193,1a41bfdce3fbdd13b1269f0acc04885762c39dd1,84d26c4b6b5881367cdabfc56d29b50389f1ba92,0.7193,Type Checking|Import Error,Import Error|Type Checking
191,176,840ad511b904f43678ec438464deb893fda58c8b,6865351833c002710b5e861a4ff6bc05b74afd4b,0.719,Code Styling|Import Error,Code Styling|Import Error
569,571,130a7fc1e0a80a2f0f25f03663afd7fe38493e2c,148c3bae1aa467fb5a22a91f7fa6e4f434032ba1,0.719,Code Styling,Linting
73,78,c27ea5332c1d979ad2fc0c2b09ff571c9538f423,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,0.7184,Import Error,Import Error|Type Checking
155,207,1a41bfdce3fbdd13b1269f0acc04885762c39dd1,b55b03d12d1c33d6fb57e3c36aad243bb089b41c,0.7182,Type Checking|Import Error,Type Checking|Import Error
189,192,82609349d7098fd5ad1c71f0e057f50cd0074404,8474427eeab92e28766b8051d92e6b46379581e9,0.7181,Code Styling|Import Error,Code Styling|Import Error
329,330,2c5abd2cb0b8434be180e7931e1b18e4227dbbb3,34d266419c7e9ea075d674394e5fa567c2720d08,0.7179,Code Styling,Code Styling
11,14,cced5b5d68a3fe1a02d8ac1186e9d12b6c75dc8d,d2f64daf7608d00cb7a8659cfd1dee42c54bb12c,0.7177,Code Formatting,Code Formatting
151,152,09c3a7624b042f0af173fb95362fbefbb3d32522,110e09997f8a22a617e261dec9e301129bbead65,0.7175,Import Error|Type Checking,Test Failure|Type Checking
445,489,02237e2a7e177390256eef0d1beb3a0a8c942acc,bfa16fa84a9e18c196dcfdc90c35a2e8ae1e0437,0.7173,Code Formatting,Code Formatting
108,116,44eb41928c49ec0438728ea76283495461dc2e19,a02c53a0eed80e7332e03b39bac351260afde289,0.7172,Code Styling,Code Styling
172,200,55c8c01643e65d53cf29664e5d5dc6d7307272d6,a19827aa499277f65d5314ace68e2ddee7a25f4c,0.7169,Test Failure|Type Checking,Type Checking|Test Failure
166,173,37c595ac6f390dbccbcfa20f742faa36f34b194a,5f24cca27fe01045314ee6ddb7619e164ada0c91,0.7164,Import Error,Import Error
167,193,39d992d415c335b61f670c31a68c0edc578e5062,84d26c4b6b5881367cdabfc56d29b50389f1ba92,0.7164,Import Error|Type Checking,Import Error|Type Checking
161,209,235e19d6998790dd527e8a43710990aef29359b1,b9a749745c9e91ee446a6ebdda7640d49cac8027,0.7163,Test Failure|Type Checking,Test Failure|Type Checking
232,234,0c72143691d2bd88c3346287b827c1952293e338,44464700849670aefca66ee42eb7e75abd5c1ba3,0.7163,Security,Security
76,165,d1e88b8766d152d7d4e7911a0072591db1eb4bcd,344c0994f4fce22a64ad9c57270679e51b8e66e6,0.716,Import Error|Type Checking|Code Styling,Type Checking|Import Error
106,115,444017d8b29540c809f8a7b6479fcb124f229ab8,992b9a36ee14ce62ac8639c1ec88ba83e375e525,0.7159,Test Failure|Type Checking,Type Checking
76,78,d1e88b8766d152d7d4e7911a0072591db1eb4bcd,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,0.7158,Import Error|Type Checking|Code Styling,Import Error|Type Checking
78,165,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,344c0994f4fce22a64ad9c57270679e51b8e66e6,0.7158,Import Error|Type Checking,Type Checking|Import Error
116,117,a02c53a0eed80e7332e03b39bac351260afde289,a6517d5fc23bbb6be3424924264025b961df3fe2,0.7156,Code Styling,Code Styling|Type Checking
451,446,2e7fac1fa5dc8fc049721d23698810c2d2518adf,083b48256813564d301995020b838bfaf6055d79,0.7152,Code Formatting,Code Formatting
206,208,aef89d7979ff37db1e5e5a75265767e0c460b0ba,b71bbb2badf2b10a82cbf28201187592972c377d,0.715,Type Checking,Type Checking
400,402,c33c39fbc60b7b4c253555282f5f50c051086b41,c3fd06821675215812f41eff838ddfca7a421ba3,0.7145,Test Failure,Test Failure
480,490,9f86e5eaae5340895bc2ff917672bb3d0b8c8a3c,c2b5e0bfc9cbe7e066893953cb5a06851e303a54,0.7143,Network,Network
72,198,c0f40b6ac7f75f8a20f3af07f5277d97188c378f,9b52669238946cd01f9cc5e99a4b6babf0942cdf,0.7138,Code Styling,Code Styling
162,183,3045ad82fb7ebc1182bf5d0a1d64713bec621512,78c5d662bf2145c91356e5185db05a17950b3dc4,0.7138,Code Styling|Import Error,Type Checking|Import Error
86,159,f2436c62292765f014a0dd30a013035abd13c33f,1da36493c0905f61ee6fa58ebf792f993d3579dc,0.7136,Type Checking|Import Error,Import Error|Type Checking
163,192,31d6eba6f9be2ea8fc3bf80efc498075f6241cb5,8474427eeab92e28766b8051d92e6b46379581e9,0.7136,Code Styling|Test Failure,Code Styling|Import Error
89,184,fb10c6e8e2f7ca6d855f8cfeda8bae8f4a644e7c,7b8834b321a97bc57d7a5ac82680c24aff793b91,0.7135,Import Error|Type Checking,Import Error|Type Checking
73,207,c27ea5332c1d979ad2fc0c2b09ff571c9538f423,b55b03d12d1c33d6fb57e3c36aad243bb089b41c,0.7131,Import Error,Type Checking|Import Error
82,169,e22825fa77b3e549db08147a90c061e695726fb2,3ab735577ed448887a8f1f463c73a611a4ca253e,0.7124,Code Styling,Code Styling
150,204,073ad2a4332ae2ea545fd18c601fdf2171d150c6,acdbed3f7aacf32067b3353d653825efd06caeac,0.7122,Type Checking|Import Error,Import Error|Type Checking
167,207,39d992d415c335b61f670c31a68c0edc578e5062,b55b03d12d1c33d6fb57e3c36aad243bb089b41c,0.7119,Import Error|Type Checking,Type Checking|Import Error
152,167,110e09997f8a22a617e261dec9e301129bbead65,39d992d415c335b61f670c31a68c0edc578e5062,0.7113,Test Failure|Type Checking,Import Error|Type Checking
199,176,9ebc254bb14ed052a0ac459d8c109ae8e0c12233,6865351833c002710b5e861a4ff6bc05b74afd4b,0.7111,Code Styling|Import Error,Code Styling|Import Error
339,333,e6d2dc68133f80003d2ac7429bcf7715b8c920d0,95dd5bb1f7ae87cf5ab482420b4dd72454165ff3,0.7106,Static Analysis,Static Analysis
356,347,b1bd65dbd191b318325c4b87d626bb5d7967cda7,03cacd5d36463c63f2fde9f8c8b600e7b3cbdd9b,0.7104,Test Failure|Workflow,Code Styling|Test Failure|Workflow
506,508,80fe937279863ecf49a66640859a9d9dd17ec23b,845e83099b5364b6bede874608bdad62ac318bc9,0.7103,Code Styling,Type Checking
90,152,ff5106ea7e8f83cb7a85bbee6f2299ac736ac860,110e09997f8a22a617e261dec9e301129bbead65,0.7096,Type Checking|Test Failure,Test Failure|Type Checking
460,469,734baee3ea9e591888c79c1976e36c460da45528,8c67faaa0010c3a9195ae073f68410fd60ee3300,0.7096,Code Styling,Static Analysis
535,538,917c6c79402d69402ae4d4229f9a44cb49bf6867,9fa5da63d346f105d76d80a88d8f8adeb15dc991,0.7093,Environment Error,Environment Error
39,42,83b5e4bf130d204fbb25b26a341c62aee4fc2d0f,897a5deb406b53ea2f4675cdf0c2f1fa93fc6238,0.7093,Linting,Code Styling
159,209,1da36493c0905f61ee6fa58ebf792f993d3579dc,b9a749745c9e91ee446a6ebdda7640d49cac8027,0.709,Import Error|Type Checking,Test Failure|Type Checking
103,122,1366645090f139b99f4606faf8cb1f054330213e,cbb7561e4e0d81a027fbd7ff6482fea13ee17398,0.709,Type Checking,Type Checking
181,176,6fe4e00e8863c8da28d241cb65632725de6db64b,6865351833c002710b5e861a4ff6bc05b74afd4b,0.7086,Code Styling|Import Error,Code Styling|Import Error
330,332,34d266419c7e9ea075d674394e5fa567c2720d08,8dc44333c309188f0a8337f20af6f2c01313b0de,0.7081,Code Styling,Static Analysis
151,155,09c3a7624b042f0af173fb95362fbefbb3d32522,1a41bfdce3fbdd13b1269f0acc04885762c39dd1,0.7079,Import Error|Type Checking,Type Checking|Import Error
415,418,e1dbd83b5eccd0a5435563900d30381bb4d4f27a,ed81322247e526f87264c1f8b8e067307cf4a2e3,0.7079,Dependency,Dependency
473,482,926f6108861434b74b89f4836c9ee0f3bd0ebe78,a55d718a92a401e1e0f9d9ad56a588f5ec072d74,0.7077,Network,Network
193,204,84d26c4b6b5881367cdabfc56d29b50389f1ba92,acdbed3f7aacf32067b3353d653825efd06caeac,0.7074,Import Error|Type Checking,Import Error|Type Checking
162,181,3045ad82fb7ebc1182bf5d0a1d64713bec621512,6fe4e00e8863c8da28d241cb65632725de6db64b,0.7069,Code Styling|Import Error,Code Styling|Import Error
90,165,ff5106ea7e8f83cb7a85bbee6f2299ac736ac860,344c0994f4fce22a64ad9c57270679e51b8e66e6,0.7066,Type Checking|Test Failure,Type Checking|Import Error
83,165,e36b14dc3ee04beb3f0d8c2b89252eb864ea5c1a,344c0994f4fce22a64ad9c57270679e51b8e66e6,0.7065,Type Checking|Import Error,Type Checking|Import Error
158,177,1d0fff71ae9ea258fad3d54257be9ca9b3eb499e,69a56c3a1a48f96da4e8c6f71b19dfd71f3f2b8c,0.7065,Code Styling,Code Styling
74,175,c434e89bee35d93f4e741c32dc36c5a9a68404df,67b1780b01f5d7461dc9b3d189d25acecbdb171d,0.7063,Type Checking|Import Error,Type Checking|Import Error|Code Styling
90,200,ff5106ea7e8f83cb7a85bbee6f2299ac736ac860,a19827aa499277f65d5314ace68e2ddee7a25f4c,0.7053,Type Checking|Test Failure,Type Checking|Test Failure
76,295,d1e88b8766d152d7d4e7911a0072591db1eb4bcd,d6626e5de246cce87651793060322ff1b3f7e0c0,0.7051,Import Error|Type Checking|Code Styling,Import Error
155,175,1a41bfdce3fbdd13b1269f0acc04885762c39dd1,67b1780b01f5d7461dc9b3d189d25acecbdb171d,0.7048,Type Checking|Import Error,Type Checking|Import Error|Code Styling
167,184,39d992d415c335b61f670c31a68c0edc578e5062,7b8834b321a97bc57d7a5ac82680c24aff793b91,0.7048,Import Error|Type Checking,Import Error|Type Checking
240,228,ed370d805e4d5d1ec14a136f5b2516751277059f,b0ad27a67681f1b6fb473cc75c642efa1f4941d5,0.7047,Type Checking,Type Checking|Import Error
538,541,9fa5da63d346f105d76d80a88d8f8adeb15dc991,b83cb34fc3527b13da672608f375fedf557d6853,0.7045,Environment Error,Environment Error|Test Failure
152,197,110e09997f8a22a617e261dec9e301129bbead65,98c0877ed94c574c7a6eae2f2eb662bfcef1ba87,0.7034,Test Failure|Type Checking,Test Failure|Type Checking
527,546,459cfd9a9110080f68d50b9ae3b63fa17b0f2f0c,dcba90e30c60bdb723989d610211052f9034bdc8,0.7032,Environment Error|Test Failure,Environment Error|Test Failure
84,184,ede117552a48bee7f674fbfab87d9586f2fabe19,7b8834b321a97bc57d7a5ac82680c24aff793b91,0.7031,Import Error|Type Checking,Import Error|Type Checking
525,533,33e5d459bac7a0bbc907a8e48c36565a9c5b7cc6,724d69aae2ea31412605bf8687fed1abb3a29ba9,0.703,Test Failure,Test Failure
193,202,84d26c4b6b5881367cdabfc56d29b50389f1ba92,a52d22193b0ad09104ad4afdc6adddffeb5b8894,0.7029,Import Error|Type Checking,Type Checking|Import Error
155,202,1a41bfdce3fbdd13b1269f0acc04885762c39dd1,a52d22193b0ad09104ad4afdc6adddffeb5b8894,0.7028,Type Checking|Import Error,Type Checking|Import Error
287,288,73dfb313ca4efa46a4b018ac388ed26040556feb,4846dead90a34de7b3d8addf4ddf36300ccbc6e3,0.7024,Test Failure,Test Failure
73,192,c27ea5332c1d979ad2fc0c2b09ff571c9538f423,8474427eeab92e28766b8051d92e6b46379581e9,0.7013,Import Error,Code Styling|Import Error
86,200,f2436c62292765f014a0dd30a013035abd13c33f,a19827aa499277f65d5314ace68e2ddee7a25f4c,0.7013,Type Checking|Import Error,Type Checking|Test Failure
195,208,96cab6eebb5bd0c37a60a93f3e3495fdb08793f9,b71bbb2badf2b10a82cbf28201187592972c377d,0.7013,Type Checking,Type Checking
82,158,e22825fa77b3e549db08147a90c061e695726fb2,1d0fff71ae9ea258fad3d54257be9ca9b3eb499e,0.7012,Code Styling,Code Styling
459,479,6af171ff8190efbbd9b72aa19b11564279fd37f2,9df3e7857276b4804d1fadc0c33b4df0c6e5c254,0.7011,Network,Network
457,491,4b5b93503e92fd894093b0ddf456abb6ac1a98d3,c46ca36c8e3d00d736d38f01c0f716cd2cade957,0.701,Code Styling|Network Error,Code Formatting|Network Error
351,352,4c8a64962e9e5ed22e05a2e0423a26c83dbb72cc,6775f4c2839c9d529d3984d76610b54d5a8a19db,0.701,Test Failure|Workflow,Test Failure|Workflow Error
162,191,3045ad82fb7ebc1182bf5d0a1d64713bec621512,840ad511b904f43678ec438464deb893fda58c8b,0.7009,Code Styling|Import Error,Code Styling|Import Error
186,200,7da71b58b1eb9b56ac1b4423afd9da61679a706e,a19827aa499277f65d5314ace68e2ddee7a25f4c,0.7009,Import Error|Code Styling,Type Checking|Test Failure
192,207,8474427eeab92e28766b8051d92e6b46379581e9,b55b03d12d1c33d6fb57e3c36aad243bb089b41c,0.7007,Code Styling|Import Error,Type Checking|Import Error
463,451,769e78aa95c081c96ab52c3fb449b6230bb245db,2e7fac1fa5dc8fc049721d23698810c2d2518adf,0.7007,Code Formatting,Code Formatting
504,507,7b5ea73b4d5ae96d3e764a48f2d123c35e4295d2,82fe739a979a58067738c7f97cbb8444f12277d5,0.7007,Code Styling|Type Checking,Type Checking|Code Styling
394,403,c0e7057231ad7ef5d5f90be470a100647ff9d4fb,c413feb604bbcf548863094deafc71c8074493af,0.7006,Code Styling,Code Styling
170,200,4b5113e905468a8710137ff717685e5728e9cadf,a19827aa499277f65d5314ace68e2ddee7a25f4c,0.7005,Import Error|Type Checking,Type Checking|Test Failure
74,192,c434e89bee35d93f4e741c32dc36c5a9a68404df,8474427eeab92e28766b8051d92e6b46379581e9,0.7004,Type Checking|Import Error,Code Styling|Import Error
473,495,926f6108861434b74b89f4836c9ee0f3bd0ebe78,f20dec3285bbb18784f228e767f58580cdbc5251,0.7004,Network,Network
74,86,c434e89bee35d93f4e741c32dc36c5a9a68404df,f2436c62292765f014a0dd30a013035abd13c33f,0.6997,Type Checking|Import Error,Type Checking|Import Error
154,186,18f4596992d6c36ccf9da84ae30083ef65878130,7da71b58b1eb9b56ac1b4423afd9da61679a706e,0.6989,Code Styling|Import Error,Import Error|Code Styling
331,339,6964fcd4152f54ef1091ddb84a102bde8ba8c12f,e6d2dc68133f80003d2ac7429bcf7715b8c920d0,0.6989,Static Analysis,Static Analysis
410,417,d2fc7ed0a8fbbc659c3bc88ed1a352815a3c3e71,ec5fbc16becebb97e5635f2522fcdad3e2340023,0.6988,Dependency Error,Dependency Error
155,184,1a41bfdce3fbdd13b1269f0acc04885762c39dd1,7b8834b321a97bc57d7a5ac82680c24aff793b91,0.6987,Type Checking|Import Error,Import Error|Type Checking
86,209,f2436c62292765f014a0dd30a013035abd13c33f,b9a749745c9e91ee446a6ebdda7640d49cac8027,0.6983,Type Checking|Import Error,Test Failure|Type Checking
168,186,3a9a0b4124d28c2f4735ffad30b83bf4b1c82477,7da71b58b1eb9b56ac1b4423afd9da61679a706e,0.6982,Import Error|Code Styling|Type Checking,Import Error|Code Styling
188,208,7f4d750eaf81c6f8384ed8246180c29bb45ea7bf,b71bbb2badf2b10a82cbf28201187592972c377d,0.698,Type Checking,Type Checking
162,203,3045ad82fb7ebc1182bf5d0a1d64713bec621512,ac2b8825370e010e3875415296d16506d231bb90,0.6977,Code Styling|Import Error,Type Checking|Import Error
182,191,754f4d3afe097bd3d360bb8a186acd95cc2542ea,840ad511b904f43678ec438464deb893fda58c8b,0.6975,Test Failure,Code Styling|Import Error
445,450,02237e2a7e177390256eef0d1beb3a0a8c942acc,256be889efa8d1760e21d71fb905529969c16015,0.6974,Code Formatting,Code Formatting
159,202,1da36493c0905f61ee6fa58ebf792f993d3579dc,a52d22193b0ad09104ad4afdc6adddffeb5b8894,0.6973,Import Error|Type Checking,Type Checking|Import Error
186,207,7da71b58b1eb9b56ac1b4423afd9da61679a706e,b55b03d12d1c33d6fb57e3c36aad243bb089b41c,0.6971,Import Error|Code Styling,Type Checking|Import Error
78,90,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,ff5106ea7e8f83cb7a85bbee6f2299ac736ac860,0.6969,Import Error|Type Checking,Type Checking|Test Failure
535,537,917c6c79402d69402ae4d4229f9a44cb49bf6867,9dc2989bf314072dcfa5ddc2e481df5fc3132b07,0.6969,Environment Error,Test Failure
84,151,ede117552a48bee7f674fbfab87d9586f2fabe19,09c3a7624b042f0af173fb95362fbefbb3d32522,0.6968,Import Error|Type Checking,Import Error|Type Checking
155,167,1a41bfdce3fbdd13b1269f0acc04885762c39dd1,39d992d415c335b61f670c31a68c0edc578e5062,0.6968,Type Checking|Import Error,Import Error|Type Checking
163,186,31d6eba6f9be2ea8fc3bf80efc498075f6241cb5,7da71b58b1eb9b56ac1b4423afd9da61679a706e,0.6966,Code Styling|Test Failure,Import Error|Code Styling
445,474,02237e2a7e177390256eef0d1beb3a0a8c942acc,92c4ad86527a2bae4c7d10f2304f57c7d3d1f531,0.6964,Code Formatting,Code Formatting
83,201,e36b14dc3ee04beb3f0d8c2b89252eb864ea5c1a,a4f765fa10f5588775b757a3b3bafb3194f8ac86,0.6961,Type Checking|Import Error,Import Error|Type Checking
189,203,82609349d7098fd5ad1c71f0e057f50cd0074404,ac2b8825370e010e3875415296d16506d231bb90,0.6959,Code Styling|Import Error,Type Checking|Import Error
278,309,daad35b9c60770a655eaaea4565bf81f63ae1b38,064c3b62f835ae5315b5893b3b4bd98b54e34ffa,0.6955,Code Styling,Code Formatting
79,80,da9d2e853bd3c3111d4d8864906975c75f7e9888,dc07b7a4e5314d29edb7e9c30d36e12a6dec3dd7,0.6951,Type Checking|Import Error,Test Failure|Type Checking
150,184,073ad2a4332ae2ea545fd18c601fdf2171d150c6,7b8834b321a97bc57d7a5ac82680c24aff793b91,0.6951,Type Checking|Import Error,Import Error|Type Checking
87,188,f6f8da08fb440f8856510d0837876c41eb182dfc,7f4d750eaf81c6f8384ed8246180c29bb45ea7bf,0.6948,Type Checking,Type Checking
330,336,34d266419c7e9ea075d674394e5fa567c2720d08,d01e72609895cf1020f3118efb54c523bde6d9af,0.6946,Code Styling,Code Styling
152,155,110e09997f8a22a617e261dec9e301129bbead65,1a41bfdce3fbdd13b1269f0acc04885762c39dd1,0.6945,Test Failure|Type Checking,Type Checking|Import Error
422,423,39b871ce5e33ecaa12e176f850014d7f1a0fc81a,487e1157df0cb267387c26cbb92b9b52077ea31d,0.6944,Test Failure,Test Failure
565,567,0bef3aba9a6f8b20804f2234ab6392359091e965,0d95b133ddb0fa253ec05ebaeef9ec901c6f7237,0.6944,Test Failure,Test Failure
162,163,3045ad82fb7ebc1182bf5d0a1d64713bec621512,31d6eba6f9be2ea8fc3bf80efc498075f6241cb5,0.6943,Code Styling|Import Error,Code Styling|Test Failure
544,546,c69fd6009fd8b027305163e7e4200f6ad67af95a,dcba90e30c60bdb723989d610211052f9034bdc8,0.694,Environment Error|Test Failure,Environment Error|Test Failure
85,195,f06bfb4ef15132a04a3983b4aa40f2e385ef7c04,96cab6eebb5bd0c37a60a93f3e3495fdb08793f9,0.6939,Type Checking,Type Checking
466,488,7c3b428f2344da7888dfe3cc87e2ee9cab8d49f6,bb1cae1a20dd10bce644319d6fc26b1d51c1d666,0.6934,Network Error,Network Error
484,491,ae9efd4a08b946413fb9953a389df6d548068066,c46ca36c8e3d00d736d38f01c0f716cd2cade957,0.6931,Code Formatting,Code Formatting|Network Error
85,129,f06bfb4ef15132a04a3983b4aa40f2e385ef7c04,0309bd9e095b3da3cb01d220541674d3b8e0a803,0.6928,Type Checking,Type Checking
169,171,3ab735577ed448887a8f1f463c73a611a4ca253e,557f5305cd8dc547495ea9bbfec35bee632b63be,0.6926,Code Styling,Code Styling
84,202,ede117552a48bee7f674fbfab87d9586f2fabe19,a52d22193b0ad09104ad4afdc6adddffeb5b8894,0.6924,Import Error|Type Checking,Type Checking|Import Error
74,76,c434e89bee35d93f4e741c32dc36c5a9a68404df,d1e88b8766d152d7d4e7911a0072591db1eb4bcd,0.6921,Type Checking|Import Error,Import Error|Type Checking|Code Styling
150,156,073ad2a4332ae2ea545fd18c601fdf2171d150c6,1a6efefa726610d7ca262beb8e6adf1607829dbb,0.692,Type Checking|Import Error,Type Checking|Import Error
165,205,344c0994f4fce22a64ad9c57270679e51b8e66e6,ae364459a503a2867eeef3ede75f24ad3b5d5839,0.692,Type Checking|Import Error,Import Error
535,546,917c6c79402d69402ae4d4229f9a44cb49bf6867,dcba90e30c60bdb723989d610211052f9034bdc8,0.692,Environment Error,Environment Error|Test Failure
159,186,1da36493c0905f61ee6fa58ebf792f993d3579dc,7da71b58b1eb9b56ac1b4423afd9da61679a706e,0.6917,Import Error|Type Checking,Import Error|Code Styling
154,176,18f4596992d6c36ccf9da84ae30083ef65878130,6865351833c002710b5e861a4ff6bc05b74afd4b,0.6916,Code Styling|Import Error,Code Styling|Import Error
332,334,8dc44333c309188f0a8337f20af6f2c01313b0de,a1741388832b295ac6f4f031820ea292f484c64a,0.6913,Static Analysis,Static Analysis
152,200,110e09997f8a22a617e261dec9e301129bbead65,a19827aa499277f65d5314ace68e2ddee7a25f4c,0.6911,Test Failure|Type Checking,Type Checking|Test Failure
189,176,82609349d7098fd5ad1c71f0e057f50cd0074404,6865351833c002710b5e861a4ff6bc05b74afd4b,0.6911,Code Styling|Import Error,Code Styling|Import Error
464,478,770f97a0a0b3f9c8a1e7f4b55ad99376197e28f2,9cf62fab15cce046bb01baf9d0d312ba4da659c3,0.6902,Code Styling,Code Styling
295,192,d6626e5de246cce87651793060322ff1b3f7e0c0,8474427eeab92e28766b8051d92e6b46379581e9,0.6897,Import Error,Code Styling|Import Error
167,202,39d992d415c335b61f670c31a68c0edc578e5062,a52d22193b0ad09104ad4afdc6adddffeb5b8894,0.6895,Import Error|Type Checking,Type Checking|Import Error
194,205,8c8e822266755d103faa9166aaa4ab3f2aa3e578,ae364459a503a2867eeef3ede75f24ad3b5d5839,0.6895,Import Error,Import Error
186,209,7da71b58b1eb9b56ac1b4423afd9da61679a706e,b9a749745c9e91ee446a6ebdda7640d49cac8027,0.6894,Import Error|Code Styling,Test Failure|Type Checking
74,202,c434e89bee35d93f4e741c32dc36c5a9a68404df,a52d22193b0ad09104ad4afdc6adddffeb5b8894,0.6893,Type Checking|Import Error,Type Checking|Import Error
156,184,1a6efefa726610d7ca262beb8e6adf1607829dbb,7b8834b321a97bc57d7a5ac82680c24aff793b91,0.6893,Type Checking|Import Error,Import Error|Type Checking
152,153,110e09997f8a22a617e261dec9e301129bbead65,16c6139ab089f3cd774175cc7a5bc2e0cbd52699,0.689,Test Failure|Type Checking,Import Error|Type Checking
152,209,110e09997f8a22a617e261dec9e301129bbead65,b9a749745c9e91ee446a6ebdda7640d49cac8027,0.689,Test Failure|Type Checking,Test Failure|Type Checking
74,156,c434e89bee35d93f4e741c32dc36c5a9a68404df,1a6efefa726610d7ca262beb8e6adf1607829dbb,0.6883,Type Checking|Import Error,Type Checking|Import Error
73,295,c27ea5332c1d979ad2fc0c2b09ff571c9538f423,d6626e5de246cce87651793060322ff1b3f7e0c0,0.6881,Import Error,Import Error
89,152,fb10c6e8e2f7ca6d855f8cfeda8bae8f4a644e7c,110e09997f8a22a617e261dec9e301129bbead65,0.6881,Import Error|Type Checking,Test Failure|Type Checking
413,419,dbe785e7397a3849c329fda9c181e9290ac95a2a,f35834221f9415921e1e7f49ecd2db4fb92e1daf,0.6878,Dependency,Dependency
78,189,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,82609349d7098fd5ad1c71f0e057f50cd0074404,0.6872,Import Error|Type Checking,Code Styling|Import Error
155,156,1a41bfdce3fbdd13b1269f0acc04885762c39dd1,1a6efefa726610d7ca262beb8e6adf1607829dbb,0.6872,Type Checking|Import Error,Type Checking|Import Error
172,184,55c8c01643e65d53cf29664e5d5dc6d7307272d6,7b8834b321a97bc57d7a5ac82680c24aff793b91,0.6872,Test Failure|Type Checking,Import Error|Type Checking
72,158,c0f40b6ac7f75f8a20f3af07f5277d97188c378f,1d0fff71ae9ea258fad3d54257be9ca9b3eb499e,0.6868,Code Styling,Code Styling
79,189,da9d2e853bd3c3111d4d8864906975c75f7e9888,82609349d7098fd5ad1c71f0e057f50cd0074404,0.6867,Type Checking|Import Error,Code Styling|Import Error
178,180,6ad4e8d6bb1ea167fa88d68f5396968b713dd7ba,6f19da809ef086cec3d81173f2c1b849e81c896d,0.6867,Type Checking,Type Checking
