repo,id,sha_fail,error_types,fix_type,temporal_rank_all,temporal_pct_all,temporal_rank_recurrent,recurrence_count,future_count,past_count,avg_sim,rcss_score,best_past_sim,pool,role
1panel-dev/maxkb,337,d1fc8665c79e298c95cecc5e770fd2454ff5aada,Static Analysis,type_annotation_fix,10,81.8,10,4,1,3,0.6622,4.6622,0.7432,eval,eval
arc53/docsgpt,432,cec8c72b4609f69a21bebd233c2662fa7bdd078b,Linting,import_fix,13,85.7,9,4,1,3,0.6574,4.6574,0.6715,eval,eval
browser-use/browser-use,510,8607b72d71832c853bbf49929ff06c4429e99cd9,Code Styling,minor_fix,15,53.8,12,4,1,3,0.6535,4.6535,0.7598,eval,eval
1panel-dev/maxkb,335,abc695c3074f1400432fd74ecc75d50f439147b3,Static Analysis,import_fix,8,63.6,8,4,1,3,0.6504,4.6504,0.6776,eval,excluded_eval_no_mem
berriai/litellm,392,c058e355b7652337c512f4cad727cc391e641b63,Import Error,minor_fix,16,51.7,16,4,0,4,0.6429,4.6429,0.7342,eval,eval
browser-use/browser-use,502,76dde6d520faf6beef94f3522da08d2fd6d0d372,Type Checking,import_fix,7,23.1,4,4,4,0,0.6425,4.6425,0.0,memory,memory
adap/flower,122,cbb7561e4e0d81a027fbd7ff6482fea13ee17398,Type Checking,import_fix,21,76.9,20,4,0,4,0.6421,4.6421,0.709,eval,eval
axolotl-ai-cloud/axolotl,455,46e4e85039f556a4ddb395d794a161e99045f6ec,Code Formatting,type_annotation_fix,11,20.0,8,4,3,1,0.6388,4.6388,0.6851,memory,memory
browser-use/browser-use,500,6ddeb2324ee74fde5f816427b0a2c933e1205d12,"Code Styling, Type Checking",type_annotation_fix,5,15.4,3,4,4,0,0.6358,4.6358,0.0,memory,memory
adap/flower,121,c3a3944a6d50067aa5937e22e97eac0a64631f47,"Type Checking, Dependency Error",import_fix,20,73.1,19,4,2,2,0.6328,4.6328,0.6574,eval,excluded_eval_no_mem
berriai/litellm,382,bb01eda695bcf0f7d79149c2353ca9cd400cd9ff,Type Checking,minor_fix,6,17.2,6,4,4,0,0.6305,4.6305,0.0,memory,memory
berriai/litellm,385,bdf0e8ccb9f8ba396d78e8154e6ad213cff059a7,Type Checking,import_fix,9,27.6,9,4,3,1,0.6252,4.6252,0.6144,eval,eval
browser-use/browser-use,505,7d72b013e4ef17166f056cdd94741156d0001114,Type Checking,type_annotation_fix,10,34.6,7,4,3,1,0.6248,4.6248,0.6055,eval,eval
conan-io/conan,523,2bc817d871c542da601633e6ba1db878bd9bb1fc,"Environment Error, Test Failure",test_fix,1,0.0,1,4,4,0,0.6242,4.6242,0.0,memory,memory
berriai/litellm,381,ba48f0fe90578d842327c4ee49980fc212524cf6,Test Failure,minor_fix,5,13.8,5,4,2,2,0.6118,4.6118,0.625,memory,memory
skypilot-org/skypilot,12,edaf59b69f96acdf155c4514061ea648ea6df122,Code Formatting,minor_fix,2,25.0,2,3,2,1,0.7887,3.7887,0.7435,eval,eval
skypilot-org/skypilot,14,d2f64daf7608d00cb7a8659cfd1dee42c54bb12c,Code Formatting,minor_fix,4,75.0,4,3,1,2,0.7817,3.7817,0.8509,eval,eval
skypilot-org/skypilot,11,cced5b5d68a3fe1a02d8ac1186e9d12b6c75dc8d,Code Formatting,type_annotation_fix,1,0.0,1,3,3,0,0.7488,3.7488,0.0,memory,memory
avaiga/taipy,138,92f010054982b709ab300f53b9a8bd407ab51e3f,Code Styling,minor_fix,6,45.5,6,3,2,1,0.7143,3.7143,0.6615,eval,excluded_eval_no_mem
crewaiinc/crewai,571,148c3bae1aa467fb5a22a91f7fa6e4f434032ba1,Linting,test_fix,11,83.3,8,3,0,3,0.6955,3.6955,0.7437,eval,eval
crewaiinc/crewai,569,130a7fc1e0a80a2f0f25f03663afd7fe38493e2c,Code Styling,minor_fix,9,66.7,7,3,1,2,0.6953,3.6953,0.7415,eval,eval
berriai/litellm,400,c33c39fbc60b7b4c253555282f5f50c051086b41,Test Failure,type_annotation_fix,24,79.3,22,3,1,2,0.683,3.683,0.7334,eval,eval
axolotl-ai-cloud/axolotl,478,9cf62fab15cce046bb01baf9d0d312ba4da659c3,Code Styling,import_fix,34,66.0,28,3,0,3,0.6823,3.6823,0.7467,eval,eval
arc53/docsgpt,433,d461f312431b69d9e3a4068b50fca6449fd34940,Linting,import_fix,14,92.9,10,3,0,3,0.6792,3.6792,0.7352,eval,eval
axolotl-ai-cloud/axolotl,469,8c67faaa0010c3a9195ae073f68410fd60ee3300,Static Analysis,format_fix,25,48.0,20,3,0,3,0.6724,3.6724,0.7096,eval,eval
1panel-dev/maxkb,331,6964fcd4152f54ef1091ddb84a102bde8ba8c12f,Static Analysis,structural_fix,4,27.3,4,3,3,0,0.6719,3.6719,0.0,eval,excluded_eval_no_mem
camel-ai/camel,417,ec5fbc16becebb97e5635f2522fcdad3e2340023,Dependency Error,type_annotation_fix,11,71.4,9,3,1,2,0.6715,3.6715,0.6988,eval,eval
crewaiinc/crewai,567,0d95b133ddb0fa253ec05ebaeef9ec901c6f7237,Test Failure,test_fix,7,50.0,5,3,0,3,0.6693,3.6693,0.6944,eval,eval
adap/flower,123,d4593aedbc14dbd885f63009dcb0a4b962a04be6,"Test Failure, Type Checking",import_fix,22,80.8,21,3,1,2,0.6692,3.6692,0.6205,eval,excluded_eval_no_mem
1panel-dev/maxkb,336,d01e72609895cf1020f3118efb54c523bde6d9af,Code Styling,import_fix,9,72.7,9,3,0,3,0.6686,3.6686,0.6946,eval,eval
axolotl-ai-cloud/axolotl,484,ae9efd4a08b946413fb9953a389df6d548068066,Code Formatting,import_fix,40,78.0,34,3,1,2,0.6646,3.6646,0.6672,eval,eval
avaiga/taipy,133,166f99e7023eb1ab623926aa8ce743e7fb2a6d50,Type Checking,import_fix,2,9.1,2,3,2,1,0.6636,3.6636,0.6821,memory,memory
agno-agi/agno,171,557f5305cd8dc547495ea9bbfec35bee632b63be,Code Styling,minor_fix,44,51.8,44,3,1,2,0.6622,3.6622,0.6926,eval,eval
axolotl-ai-cloud/axolotl,461,73be451c05da635aa2828a6c3afb6e924da1ca03,"Code Formatting, Code Styling",structural_fix,17,32.0,14,3,2,1,0.6568,3.6568,0.6328,eval,eval
aider-ai/aider,96,803a8db60cb2ce21c0e3b0ed2b773d2ecc5142bd,Test Failure,minor_fix,6,62.5,4,3,1,2,0.6568,3.6568,0.7209,eval,eval
axolotl-ai-cloud/axolotl,488,bb1cae1a20dd10bce644319d6fc26b1d51c1d666,Network Error,dependency_update,44,86.0,38,3,1,2,0.6566,3.6566,0.6934,eval,eval
django-import-export/django-import-export,32,2f0605c9ec79b7a675728cb525ad55b36ade2e93,Code Styling,structural_fix,4,42.9,4,3,1,2,0.6566,3.6566,0.6851,eval,eval
axolotl-ai-cloud/axolotl,483,a75910a20e55e34431db5c3d7626c954b4d4f388,Code Formatting,structural_fix,39,76.0,33,3,0,3,0.6522,3.6522,0.7204,eval,eval
beetbox/beets,20,537b57d99d10ecbcf8a9835bda18a73ee284d88f,Code Formatting,structural_fix,5,80.0,5,3,0,3,0.652,3.652,0.7233,eval,excluded_eval_no_mem
arc53/docsgpt,375,248a0b8e6a790d65a3e47ce1972967cdf5baf786,Linting,test_fix,1,0.0,1,3,3,0,0.6519,3.6519,0.0,memory,memory
camel-ai/camel,409,d1d58073979cfb6eb10b25f18aa061b137c20c3a,Dependency Error,config_fix,3,14.3,2,3,3,0,0.6503,3.6503,0.0,memory,memory
conan-io/conan,539,af5fcb21859b6be4d60ee75ffdec5ef326932b6d,"Environment, Test Failure",minor_fix,17,66.7,15,3,0,3,0.6495,3.6495,0.6598,eval,eval
avaiga/taipy,135,668b6127c95ae34b03f404321b94337c846166d2,Type Checking,structural_fix,3,18.2,3,3,2,1,0.6425,3.6425,0.6248,eval,eval
berriai/litellm,396,c18a9ef7091afb77bfdcc44b11809cd8c9274652,Test Failure,test_fix,20,65.5,20,3,0,3,0.6415,3.6415,0.6597,eval,eval
berriai/litellm,380,b9f8134e8fde8560545d73ff924ed9ed7e490ef9,Test Failure,type_annotation_fix,4,10.3,4,3,2,1,0.6397,3.6397,0.6776,memory,memory
berriai/litellm,395,c1403f5eff1e82c734b26cd56894654dcee4d502,Type Checking,type_annotation_fix,19,62.1,19,3,1,2,0.6326,3.6326,0.623,eval,excluded_eval_no_mem
arc53/docsgpt,430,ab4ebf9a9dc3c4ee40947141afdbc96a981d1ed5,Test Failure,import_fix,11,71.4,7,3,0,3,0.6325,3.6325,0.6472,eval,eval
adap/flower,102,07c55e7c8bee5b60d9d9647d647f89bec137ef4d,Code Styling,structural_fix,1,0.0,1,3,3,0,0.6317,3.6317,0.0,memory,memory
browser-use/browser-use,511,87ef1325e80dbb82693c7e59dff4f4f37d68da65,Type Checking,minor_fix,16,57.7,13,3,1,2,0.6316,3.6316,0.6346,eval,eval
axolotl-ai-cloud/axolotl,465,78b289243ec6c116209d27f3de4b11c211f97f91,Code Formatting,import_fix,21,40.0,18,3,1,2,0.6315,3.6315,0.6344,eval,eval
browser-use/browser-use,514,9c2fddfc969337f28739a65dcbed6d3ca0e65d6e,Code Formatting,type_annotation_fix,19,69.2,16,3,1,2,0.6289,3.6289,0.6837,eval,eval
axolotl-ai-cloud/axolotl,458,5b325d99df8607748c1c3653cc42730a135bd53d,Static Analysis,import_fix,14,26.0,11,3,2,1,0.6284,3.6284,0.611,memory,memory
axolotl-ai-cloud/axolotl,472,91a466d66855d3123a7fc03f9685de730f724895,"Code Styling, Network Error",structural_fix,28,54.0,23,3,2,1,0.6273,3.6273,0.6153,eval,excluded_eval_no_mem
beetbox/beets,19,454164496177fd8b9d6aad4f106e68e816becb6c,Code Formatting,structural_fix,4,60.0,4,3,1,2,0.6258,3.6258,0.6236,eval,eval
berriai/litellm,393,c07f0ba427e83c43ad8c7068aafd1b032cfe34c1,Test Failure,type_annotation_fix,17,55.2,17,3,0,3,0.6257,3.6257,0.6403,eval,eval
berriai/litellm,406,c4b91c30a2238a1f3399143e846f1b814b7ae6e2,Test Failure,import_fix,30,100.0,26,3,0,3,0.619,3.619,0.6289,eval,eval
browser-use/browser-use,519,a6fe43891c18bd852285700abf2b9f32c9c44441,Type Checking,test_fix,24,88.5,21,3,0,3,0.617,3.617,0.6259,eval,excluded_eval_no_mem
browser-use/browser-use,497,5da261310ba61373d9546eaa6a817049ca75b9c5,Code Styling,type_annotation_fix,2,3.8,1,3,3,0,0.6165,3.6165,0.0,memory,memory
conan-io/conan,532,6bc48372692f87d88299e38e4f000bec2b5f88c8,Test Failure,minor_fix,10,37.5,9,3,1,2,0.6161,3.6161,0.6243,eval,eval
agno-agi/agno,185,7d51d48b09bbc5e6311becec1c1a4150fde89b4e,"Type Checking, Test Failure",test_fix,58,68.7,58,3,1,2,0.6071,3.6071,0.6071,eval,eval
berriai/litellm,390,c0170b76dce30f86ad587eb32a2e030d8c715480,Code Styling,minor_fix,14,44.8,14,2,1,1,0.8174,2.8174,0.8819,eval,excluded_eval_no_mem
berriai/litellm,389,c00dcda416ea115343732869949ac3b1d872d755,Code Styling,minor_fix,13,41.4,13,2,2,0,0.803,2.803,0.0,eval,excluded_eval_no_mem
nicolargo/glances,315,48674ee71fd28378322b16a8796b2288507831bd,Code Formatting,minor_fix,3,100.0,3,2,0,2,0.7797,2.7797,0.9023,eval,eval
nicolargo/glances,255,ce27d795db2ad56eabd9c05bf7a17c9a7bea951f,Code Formatting,minor_fix,2,50.0,2,2,1,1,0.7702,2.7702,0.6381,eval,eval
andrewyng/aisuite,372,96dafcc506deebe62c5cc7baf77861e0222fd4de,Dependency Error,dependency_update,5,66.7,1,2,2,0,0.7434,2.7434,0.0,memory,memory
crewaiinc/crewai,568,10a55bd2102c1f482ef8f7a0d6efd2f3776d3cf2,Linting,minor_fix,8,58.3,6,2,2,0,0.7426,2.7426,0.0,eval,excluded_eval_no_mem
berriai/litellm,405,c4ad9dac070fb520b3e6d5a68fa9822a9620b311,Code Styling,import_fix,29,96.6,25,2,0,2,0.7386,2.7386,0.7529,eval,excluded_eval_no_mem
aider-ai/aider,98,852f8655c69f4704965b19c0bbfadca6777ef23e,"Runtime Error, Test Failure",config_fix,8,87.5,6,2,1,1,0.737,2.737,0.6098,eval,eval
adap/flower,124,da7ae359227a089cedf0b7aba53962766e7eb0b2,"Type Checking, Dependency Error",import_fix,23,84.6,22,2,0,2,0.7056,2.7056,0.7685,eval,excluded_eval_no_mem
andrewyng/aisuite,374,ceac7609b4d07be6653735414990c9218fc4eac8,Dependency Error,import_fix,7,100.0,3,2,0,2,0.6991,2.6991,0.752,eval,eval
huggingface/accelerate,49,c9991372b81edabb86965638db110ab930f8e165,Code Styling,import_fix,4,100.0,3,2,0,2,0.695,2.695,0.734,eval,eval
berriai/litellm,387,beb9de2399518898238ae072750ada0050e774cc,Import Error,test_fix,11,34.5,11,2,1,1,0.6947,2.6947,0.6552,eval,eval
canonical/cloud-init,8,385c14d0ae500918cff5565ea836884bfaa2bfa5,"Code Styling, Code Formatting",test_fix,3,40.0,1,2,2,0,0.6934,2.6934,0.0,memory,memory
conan-io/conan,525,33e5d459bac7a0bbc907a8e48c36565a9c5b7cc6,Test Failure,import_fix,3,8.3,3,2,2,0,0.6933,2.6933,0.0,memory,memory
huggingface/accelerate,47,3dd8e4404a0ce2e29db4911dc2cd7e94755be631,Code Styling,minor_fix,2,33.3,1,2,2,0,0.6911,2.6911,0.0,memory,memory
avaiga/taipy,136,700c695eea898caaa6fe527ec9957c47e9c3002c,Code Styling,import_fix,4,27.3,4,2,2,0,0.6908,2.6908,0.0,eval,excluded_eval_no_mem
andrewyng/aisuite,373,bad6b76af688c10ecd094e8e7d9c14a20e1137a7,Dependency Error,dependency_update,6,83.3,2,2,1,1,0.6904,2.6904,0.7347,eval,eval
hkuds/deepcode,309,064c3b62f835ae5315b5893b3b4bd98b54e34ffa,Code Formatting,type_annotation_fix,4,100.0,3,2,0,2,0.6898,2.6898,0.6955,eval,eval
django-import-export/django-import-export,30,d4ca3713b196de2aee52fd0344d0eb9a9eaada64,Code Styling,import_fix,2,14.3,2,2,2,0,0.6894,2.6894,0.0,memory,memory
1panel-dev/maxkb,329,2c5abd2cb0b8434be180e7931e1b18e4227dbbb3,Code Styling,type_annotation_fix,2,9.1,2,2,2,0,0.6866,2.6866,0.0,memory,memory
axolotl-ai-cloud/axolotl,494,ee19007ba4a51af406a9e80d2b1b53ffc7d713a7,Network Error,import_fix,50,98.0,43,2,0,2,0.6838,2.6838,0.7544,eval,eval
camel-ai/camel,410,d2fc7ed0a8fbbc659c3bc88ed1a352815a3c3e71,Dependency Error,minor_fix,4,21.4,3,2,1,1,0.681,2.681,0.6632,memory,memory
django-import-export/django-import-export,31,2a59b55e6124b33dca7f48c12845c78130b20fd5,Code Styling,structural_fix,3,28.6,3,2,1,1,0.6768,2.6768,0.6684,eval,eval
berriai/litellm,384,bd65f8074258cddb4e29eb1cc1bce77d1a46883f,Test Failure,type_annotation_fix,8,24.1,8,2,2,0,0.6755,2.6755,0.0,eval,excluded_eval_no_mem
beetbox/beets,17,7440ca51fb0ff3fb94a725fcd278f7fd5ea77c04,Code Formatting,minor_fix,2,20.0,2,2,2,0,0.6734,2.6734,0.0,eval,excluded_eval_no_mem
aider-ai/aider,94,5548acee0b31576cae313185aa3c859f88818939,Test Failure,test_fix,4,37.5,3,2,1,1,0.672,2.672,0.6232,eval,eval
axolotl-ai-cloud/axolotl,466,7c3b428f2344da7888dfe3cc87e2ee9cab8d49f6,Network Error,dependency_install_fix,22,42.0,19,2,1,1,0.6715,2.6715,0.6496,eval,eval
avaiga/taipy,436,0f47a35383b9379d4ae85795eb9275fbc887e593,Code Styling,import_fix,11,90.9,8,2,0,2,0.6688,2.6688,0.72,eval,excluded_eval_no_mem
axolotl-ai-cloud/axolotl,471,8fd7325232883e144ae2afda75f0ae100f30fd20,Code Styling,import_fix,27,52.0,22,2,2,0,0.6678,2.6678,0.0,eval,excluded_eval_no_mem
arc53/docsgpt,423,487e1157df0cb267387c26cbb92b9b52077ea31d,Test Failure,import_fix,4,21.4,3,2,1,1,0.6603,2.6603,0.6944,memory,memory
arc53/docsgpt,422,39b871ce5e33ecaa12e176f850014d7f1a0fc81a,Test Failure,import_fix,3,14.3,2,2,2,0,0.6592,2.6592,0.0,memory,memory
axolotl-ai-cloud/axolotl,474,92c4ad86527a2bae4c7d10f2304f57c7d3d1f531,Code Formatting,minor_fix,30,58.0,25,2,0,2,0.6537,2.6537,0.6964,eval,eval
huggingface/accelerate,48,028ad1efee2c41691d78e5a4de90ebd6f8236cad,Code Formatting,import_fix,3,66.7,2,2,1,1,0.6521,2.6521,0.6481,eval,eval
crewaiinc/crewai,565,0bef3aba9a6f8b20804f2234ab6392359091e965,Test Failure,minor_fix,5,33.3,3,2,1,1,0.6513,2.6513,0.6082,eval,eval
crewaiinc/crewai,566,0ca45f6bc5636846b3aeaf10321cb07218bc23f3,Test Failure,minor_fix,6,41.7,4,2,2,0,0.6503,2.6503,0.0,eval,excluded_eval_no_mem
nicolargo/glances,254,11bab0fb5ed6c9b67ae9a4de2694c2fda47e2b62,Code Formatting,structural_fix,1,0.0,1,2,2,0,0.6476,2.6476,0.0,memory,memory
conan-io/conan,531,6bba89ef571ce4e6cc51725bb6f64080153e0f0a,Test Failure,import_fix,9,33.3,8,2,1,1,0.6472,2.6472,0.6836,eval,eval
hacs/integration,25,5b9b7a0f0f73cc0257f1b41b4904dc9056e9baa1,Code Formatting,test_fix,2,50.0,2,2,1,1,0.6454,2.6454,0.6584,eval,eval
adap/flower,111,66718a2530fcc65c0adfa0a6ea380e1978c12ebe,"Test Failure, Type Checking",import_fix,10,34.6,10,2,1,1,0.6429,2.6429,0.6225,eval,eval
1panel-dev/maxkb,338,e2105a08c4f170a19caf838d8a84e13271a77334,Code Styling,type_annotation_fix,11,90.9,11,2,0,2,0.6394,2.6394,0.6655,eval,eval
arc53/docsgpt,427,946865a335e58efdaee920affe3f3fe737f292b6,Linting,minor_fix,8,50.0,5,2,2,0,0.6339,2.6339,0.0,eval,excluded_eval_no_mem
axolotl-ai-cloud/axolotl,485,b3662574643c396d85eacf7b4472ba9f50350d92,"Network Error, Code Styling",import_fix,41,80.0,35,2,1,1,0.6316,2.6316,0.6346,eval,excluded_eval_no_mem
agno-agi/agno,71,bd46af653e25571f377664c7b7e9228ae8b28e96,Code Styling,import_fix,1,0.0,1,2,2,0,0.6297,2.6297,0.0,memory,memory
agentscope-ai/agentscope,346,db36ac2d272850e6b2f37ff6980f23c47017550a,Code Styling,type_annotation_fix,7,100.0,3,2,0,2,0.6269,2.6269,0.6335,eval,eval
crewaiinc/crewai,562,06e2683fd889129c12e6bd818a3b4a5bd880444a,Code Styling,import_fix,2,8.3,2,2,2,0,0.6247,2.6247,0.0,memory,memory
crewaiinc/crewai,560,033df9f74d897a258ccc62d712bdcf192308be62,Import Error,import_fix,1,0.0,1,2,2,0,0.6246,2.6246,0.0,memory,memory
adap/flower,105,424e2bec035589620a6ae25f51d4f389adc3a12e,Code Formatting,minor_fix,4,11.5,4,2,2,0,0.6242,2.6242,0.0,memory,memory
browser-use/browser-use,516,a0e2fac3caab48e049f40f221414d3dc648c6326,Type Checking,import_fix,21,76.9,18,2,0,2,0.6234,2.6234,0.6433,eval,excluded_eval_no_mem
camel-ai/camel,421,f4ed7a6f985ea8135f1cb2b2b01bd794a7f45520,Dependency Error,import_fix,15,100.0,13,2,0,2,0.6194,2.6194,0.6376,eval,excluded_eval_no_mem
aider-ai/aider,92,48376e59c2d51260b1c6d2a14dcf58ab5066f88e,Test Failure,test_fix,2,12.5,2,2,2,0,0.6193,2.6193,0.0,memory,memory
axolotl-ai-cloud/axolotl,487,b5bb4c11018952a0f9f5693ce84dd3df18c644d7,Linting,structural_fix,43,84.0,37,2,0,2,0.6124,2.6124,0.6232,eval,eval
hkuds/lightrag,236,331dcf050910618b9bb5e3028da4597770199f72,Code Formatting,minor_fix,1,0.0,1,2,2,0,0.6116,2.6116,0.0,memory,memory
axolotl-ai-cloud/axolotl,481,a04519a24a8f6e554b6df68099118c350223953a,Static Analysis,import_fix,37,72.0,31,2,1,1,0.6103,2.6103,0.6071,eval,excluded_eval_no_mem
berriai/litellm,379,b98eccc009b47575b38d985dc18b8655eb2f6143,Type Checking,import_fix,3,6.9,3,2,2,0,0.6102,2.6102,0.0,memory,memory
aio-libs/aiohttp,359,f0b242b6794352fc7d4c8e46f7a1c532b31f0418,"Static Analysis, Test Failure",import_fix,13,92.3,8,2,1,1,0.6045,2.6045,0.603,eval,excluded_eval_no_mem
django-import-export/django-import-export,302,3fecab1b8e5668d6fa49529e87195f6ee7eba268,Test Failure,test_fix,7,85.7,7,1,1,0,0.9987,1.9987,0.0,eval,excluded_eval_no_mem
django-import-export/django-import-export,303,dadeba110a5a98dbc810f9b8f3896424175318c1,Test Failure,test_fix,8,100.0,8,1,0,1,0.9987,1.9987,0.9987,eval,excluded_eval_no_mem
HKUDS/LightRAG,293,a0593ec1c9613ae8ab78fddd30e47114ded16f00,Code Formatting,type_annotation_fix,2,50.0,1,1,1,0,0.979,1.979,0.0,memory,memory
HKUDS/LightRAG,294,60564cf453626802e147b5b929b8b1c6427fb3d8,Code Formatting,type_annotation_fix,3,100.0,2,1,0,1,0.979,1.979,0.979,eval,eval
sqlmapproject/sqlmap,221,e87521de11a3590c9e844173d80eba1a07e36dd8,Test Failure,import_fix,1,0.0,1,1,1,0,0.9673,1.9673,0.0,memory,memory
sqlmapproject/sqlmap,222,86e4cd55fa5e00e99c72cd91c4b69b231d79a270,Test Failure,import_fix,2,50.0,2,1,0,1,0.9673,1.9673,0.9673,eval,eval
encode/uvicorn,306,c4330a42492e01350945e09419953aa3f40fb796,"Tooling Error, Workflow Error",dependency_update,3,66.7,1,1,1,0,0.9081,1.9081,0.0,memory,memory
encode/uvicorn,307,1635d1811c3630bf60e4392671e04be7765d902e,"Tooling Error, Workflow Error",dependency_update,4,100.0,2,1,0,1,0.9081,1.9081,0.9081,eval,eval
aio-libs/aiohttp,348,3a7e3367046eb22823eed815391d0845ff3c6835,"Code Styling, Test Failure",import_fix,2,7.7,2,1,1,0,0.8982,1.8982,0.0,memory,memory
aio-libs/aiohttp,354,95daf0c88c0124cfe87000050efe81be97516d51,"Code Styling, Test Failure",import_fix,8,53.8,6,1,0,1,0.8982,1.8982,0.8982,eval,eval
aider-ai/aider,99,b79f8486bf2063658bf3b2e658c07b7cfbe519bc,Test Failure,config_fix,9,100.0,7,1,0,1,0.8641,1.8641,0.8641,eval,excluded_eval_no_mem
avaiga/taipy,440,7939c1ba9f52be99b937172cf52cb090ad8bbe60,Code Styling,minor_fix,12,100.0,9,1,0,1,0.8636,1.8636,0.8636,eval,excluded_eval_no_mem
canonical/cloud-init,9,4d5898b8a73c93e1ed4434744c2fa7c3f7fbd501,Code Styling,test_fix,4,60.0,2,1,0,1,0.7562,1.7562,0.7562,eval,eval
python/cpython,214,d76dc85f4b7ccf18eb28510f36e2b8fcd7ce2bff,Type Checking,minor_fix,2,33.3,1,1,1,0,0.741,1.741,0.0,memory,memory
python/cpython,215,6045a677ac736652e43bacb313f2fa2ab56c7cda,Type Checking,minor_fix,3,66.7,2,1,0,1,0.741,1.741,0.741,eval,eval
aws/aws-cli,143,076846e0a5144086c33090675a893d97305c8d52,Test Failure,import_fix,1,0.0,1,1,1,0,0.7381,1.7381,0.0,memory,memory
aws/aws-cli,444,2d3846f9b793ef4830755e953779cbd4f5d7680c,"Configuration Error, Dependency Error",import_fix,5,100.0,2,1,0,1,0.7381,1.7381,0.7381,eval,eval
django-import-export/django-import-export,33,c359d794dd0e4baf40be48d584193f88c2213f37,Code Styling,test_fix,5,57.1,5,1,0,1,0.7344,1.7344,0.7344,eval,eval
skypilot-org/skypilot,13,b639adb71066410b3b12d97a674ee7fcb51e9980,Code Styling,minor_fix,3,50.0,3,1,1,0,0.7326,1.7326,0.0,eval,excluded_eval_no_mem
agno-agi/agno,196,978b0f29982c558b12d775a884ebeea1869c16da,Code Styling,import_fix,69,81.9,68,1,0,1,0.7234,1.7234,0.7234,eval,excluded_eval_no_mem
axolotl-ai-cloud/axolotl,489,bfa16fa84a9e18c196dcfdc90c35a2e8ae1e0437,Code Formatting,minor_fix,45,88.0,39,1,0,1,0.7173,1.7173,0.7173,eval,eval
kovidgoyal/calibre,232,0c72143691d2bd88c3346287b827c1952293e338,Security,minor_fix,1,0.0,1,1,1,0,0.7163,1.7163,0.0,memory,memory
kovidgoyal/calibre,234,44464700849670aefca66ee42eb7e75abd5c1ba3,Security,structural_fix,3,40.0,2,1,0,1,0.7163,1.7163,0.7163,eval,eval
berriai/litellm,402,c3fd06821675215812f41eff838ddfca7a421ba3,Test Failure,type_annotation_fix,26,86.2,23,1,0,1,0.7145,1.7145,0.7145,eval,excluded_eval_no_mem
aio-libs/aiohttp,347,03cacd5d36463c63f2fde9f8c8b600e7b3cbdd9b,"Code Styling, Test Failure",test_fix,1,0.0,1,1,1,0,0.7104,1.7104,0.0,memory,memory
aio-libs/aiohttp,356,b1bd65dbd191b318325c4b87d626bb5d7967cda7,"Test Failure, Workflow",import_fix,10,69.2,7,1,0,1,0.7104,1.7104,0.7104,eval,eval
encode/httpx,39,83b5e4bf130d204fbb25b26a341c62aee4fc2d0f,Linting,minor_fix,2,25.0,1,1,1,0,0.7093,1.7093,0.0,memory,memory
encode/httpx,42,897a5deb406b53ea2f4675cdf0c2f1fa93fc6238,Code Styling,import_fix,5,100.0,2,1,0,1,0.7093,1.7093,0.7093,eval,eval
openai/openai-python,228,b0ad27a67681f1b6fb473cc75c642efa1f4941d5,"Type Checking, Import Error",import_fix,1,0.0,1,1,1,0,0.7047,1.7047,0.0,memory,memory
openai/openai-python,240,ed370d805e4d5d1ec14a136f5b2516751277059f,Type Checking,import_fix,4,100.0,2,1,0,1,0.7047,1.7047,0.7047,eval,eval
pallets-eco/flask-admin,287,73dfb313ca4efa46a4b018ac388ed26040556feb,Test Failure,test_fix,1,0.0,1,1,1,0,0.7024,1.7024,0.0,memory,memory
pallets-eco/flask-admin,288,4846dead90a34de7b3d8addf4ddf36300ccbc6e3,Test Failure,test_fix,2,50.0,2,1,0,1,0.7024,1.7024,0.7024,eval,eval
axolotl-ai-cloud/axolotl,457,4b5b93503e92fd894093b0ddf456abb6ac1a98d3,"Code Styling, Network Error",import_fix,13,24.0,10,1,1,0,0.701,1.701,0.0,memory,memory
aio-libs/aiohttp,351,4c8a64962e9e5ed22e05a2e0423a26c83dbb72cc,"Test Failure, Workflow",test_fix,5,30.8,3,1,1,0,0.701,1.701,0.0,eval,excluded_eval_no_mem
aio-libs/aiohttp,352,6775f4c2839c9d529d3984d76610b54d5a8a19db,"Test Failure, Workflow Error",test_fix,6,38.5,4,1,0,1,0.701,1.701,0.701,eval,excluded_eval_no_mem
berriai/litellm,394,c0e7057231ad7ef5d5f90be470a100647ff9d4fb,Code Styling,minor_fix,18,58.6,18,1,1,0,0.7006,1.7006,0.0,eval,excluded_eval_no_mem
berriai/litellm,403,c413feb604bbcf548863094deafc71c8074493af,Code Styling,type_annotation_fix,27,89.7,24,1,0,1,0.7006,1.7006,0.7006,eval,excluded_eval_no_mem
axolotl-ai-cloud/axolotl,450,256be889efa8d1760e21d71fb905529969c16015,Code Formatting,import_fix,6,10.0,5,1,0,1,0.6974,1.6974,0.6974,memory,excluded_mem_no_eval
hkuds/deepcode,278,daad35b9c60770a655eaaea4565bf81f63ae1b38,Code Styling,import_fix,1,0.0,1,1,1,0,0.6955,1.6955,0.0,memory,memory
agno-agi/agno,129,0309bd9e095b3da3cb01d220541674d3b8e0a803,Type Checking,structural_fix,22,25.3,22,1,0,1,0.6928,1.6928,0.6928,memory,excluded_mem_no_eval
